Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
2.387363883,152.3070068,97.78800964,-158.9019928,240.852159
2.40740646,154.3869934,100.0259857,-160.526001,244.1498281
2.427393383,157.4519958,103.6529999,-164.8890076,250.4465216
2.447403268,160.2319946,105.9810028,-165.9230042,253.8438661
2.467394537,164.9640045,113.2419891,-171.0469971,263.2374329
2.487367921,167.9429932,117.8539886,-173.3820038,268.6181878
2.507388152,169.651001,121.1169891,-177.1759949,273.5728794
2.527456921,171.677002,122.3960114,-178.1730042,276.0423808
2.547351383,173.8280029,124.9290009,-181.0180054,280.3407714
2.567333383,173.8380127,124.4900055,-182.253006,280.9511956
2.587324844,174.177002,123.8229828,-183.4600067,281.651084
2.607345806,174.7400208,124.1670074,-184.4049988,282.7662005
2.627339075,174.2409973,123.8899994,-185.3220062,282.9362173
2.647373229,174.2130127,123.4149933,-185.3159943,282.7073612
2.667445075,173.1560059,122.8249969,-185.9190063,282.1964903
2.687363729,172.7430115,121.8019867,-185.904007,281.4892037
2.707335806,174.6849976,122.5149994,-185.6210022,282.807231
2.727342152,173.473999,121.6800079,-188.3350067,283.4948455
2.747379037,174.0769958,122.5080109,-189.8730011,285.2415989
2.767308114,175.0910034,124.1360016,-192.052002,288.0114196
2.787321152,176.9460144,127.8209991,-194.9140015,292.6423889
2.80733019,178.8910217,129.8289948,-200.4210052,298.3724935
2.827388152,180.053009,133.227005,-204.4869995,303.2877411
2.84738369,184.507019,142.4960175,-216.6320038,318.2410724
2.867387114,187.5740051,147.6410065,-223.2169952,326.8144751
2.88740196,194.3950195,154.4340057,-230.1660004,338.5493664
2.907399075,199.7340088,159.3769989,-238.8840027,349.800327
2.927377883,207.2059937,164.5709991,-248.8350067,363.2310534
2.947395113,213.2539978,169.3409882,-256.3599854,373.9974331
2.967356998,228.9400024,185.4750214,-274.6010132,402.7657194
2.987379075,234.1020203,192.1790009,-283.4570007,414.8305624
3.00736596,239.20401,199.8879852,-295.0979919,429.2511967
3.027339883,245.0169983,210.9009857,-304.7000122,444.2461622
3.047354806,248.0509949,219.1299896,-316.3670044,457.8595089
3.067383113,254.1520081,231.9250031,-326.3349915,474.2119535
3.087363229,258.7219849,242.8040009,-335.6279907,488.4024943
3.107414229,264.6879883,259.4240112,-354.0029907,512.521869
3.127364921,269.6019897,268.7820435,-359.243988,523.4360159
3.147406998,273.3340149,276.019043,-364.4079895,532.6266784
3.167462729,277.3819885,282.7820435,-370.1650085,542.1518101
3.187403767,283.5069885,292.0109863,-374.4509888,553.0462654
3.207338459,287.822998,297.5510254,-380.7609863,562.4567713
3.227370075,299.5419922,310.6929932,-391.2569885,582.5268853
3.247319344,303.1170044,315.882019,-395.7260132,590.1359554
3.26735569,308.8590088,322.5469971,-398.993988,598.8544524
3.287380613,312.7420044,327.0320435,-404.0299988,606.6281882
3.307335575,318.5830078,332.4460449,-407.5549927,614.9118455
3.327366036,323.6539917,336.7890015,-411.6589966,622.60892
3.347359036,332.0920105,343.5300293,-418.8699951,635.4132964
3.367387536,336.8919983,349.092041,-422.4119873,643.2677193
3.387437113,341.7820129,353.4030151,-425.5939941,650.2606272
3.407402036,344.9320068,357.3129883,-431.8340149,658.1270982
3.427377921,351.3800049,363.3320313,-438.7420044,669.307567
3.447366767,358.4869995,370.9390259,-447.2290039,682.7316249
3.46737369,366.0429993,377.3480225,-456.5849915,696.3108945
3.487403844,386.8500061,398.5759888,-478.9320068,733.4109443
3.507425613,399.6950073,411.8810425,-494.9360046,757.8678913
3.527377382,415.4289856,430.5549927,-516.0079956,790.0779046
3.547471228,433.5639954,450.9910278,-537.4429932,824.7518513
3.567387767,454.4830017,475.5390015,-563.289978,866.0183255
3.587365113,474.8250122,503.8099976,-592.0609741,910.9442919
3.607421344,513.4780273,571.5120239,-660.1530151,1012.959862
3.627398959,532.7919922,605.7960205,-698.0560303,1066.83567
3.647403651,553.2329712,638.4489746,-736.8179932,1120.97483
3.667427036,577.8120117,672.0800171,-778.9279785,1179.952146
3.687380613,599.9000244,704.9609985,-822.2670288,1238.132915
3.707388421,622.96698,741.2290039,-868.7949829,1300.889318
3.727385421,662.4910278,817.302002,-960.4979858,1424.5818
3.747376113,681.0780029,852.5709839,-1004.276978,1483.009365
3.767446344,702.8619995,889.6170044,-1042.573975,1540.257737
3.787360574,725.6760254,924.0120239,-1080.439941,1596.168657
3.807417497,750.3380127,957.5859985,-1116.724976,1651.379045
3.827398882,775.6500244,990.7090454,-1151.139038,1705.36168
3.848812767,825.4310303,1050.70105,-1230.469971,1816.415545
3.86735492,856.0830078,1081.213989,-1273.003052,1876.816074
3.88740592,893.6240234,1116.307007,-1323.916016,1948.706968
3.90745592,937.6140137,1162.417969,-1380.697021,2033.878029
3.927405228,990.625,1220.629028,-1448.879028,2137.878283
3.947396267,1044.194946,1287.52002,-1526.900024,2253.76897
3.967387536,1181.68103,1495.074951,-1767.010986,2598.835699
3.997375113,1181.68396,1495.078979,-1767.015015,2598.842088
4.017378305,1278.91394,1606.640015,-1911.555054,2805.522363
4.037398343,1327.186035,1648.381958,-1986.207031,2902.344608
4.057361997,1370.786987,1684.284058,-2053.937988,2989.068586
4.07736692,1415.947998,1720.11499,-2121.959961,3076.754522
4.097439997,1472.378052,1759.776001,-2202.871094,3180.778168
4.117401036,1528.228027,1803.256958,-2271.681885,3278.376907
4.137377574,1587.249023,1853.177979,-2348.37207,3386.514353
4.157410997,1694.060059,1960.458008,-2513.191895,3609.621667
4.177467689,1700.69104,2021.037842,-2511.184082,3644.583579
4.197383728,1712.100952,2066.729004,-2498.11499,3666.502005
4.217357997,1718.452026,2067.279053,-2486.726074,3662.038588
4.237390151,1722.411987,2067.629883,-2479.646973,3659.295765
4.257362997,1723.782959,2067.750977,-2477.187988,3658.344177
4.277413805,1722.932983,2067.680908,-2478.729004,3658.94792
4.297387459,1722.41394,2067.631104,-2479.648926,3659.298698
4.317380497,1719.66394,2067.39209,-2484.579102,3661.213929
4.337319766,1717.604004,2067.211914,-2488.27002,3662.65154
4.357317805,1717.254028,2067.181885,-2488.889893,3662.89165
4.377307382,1720.004028,2067.422119,-2483.959961,3660.970522
4.397373766,1729.803955,2068.281982,-2466.420898,3654.209098
4.417348112,1742.703979,2069.412109,-2443.331055,3645.456114
4.437312843,1753.703979,2070.38208,-2423.63208,3638.124801
4.457417074,1769.182983,2071.741943,-2395.931885,3628.031519
4.477365228,1785.511963,2073.181885,-2366.683105,3617.640808
4.507481112,1777.432007,2072.471924,-2381.153076,3622.746801
4.537364458,1799.178955,1587.874023,-2262.209961,3297.875488
4.557364074,1857.235962,1265.384033,-2104.399902,3078.801897
4.577355843,1949.880005,1297.376953,-1942.491943,3042.77734
4.59741342,1962.890015,1383.112061,-1933.114014,3082.671888
4.617469305,1874.036011,1478.229004,-2109.10498,3185.199488
4.637385574,1838.56897,1589.083008,-2191.340088,3272.230439
4.65737342,1838.76001,1723.402954,-2213.090088,3353.94154
4.677364497,1831.911011,1730.583008,-2226.629883,3362.840486
4.697380843,1818.552979,1713.095947,-2247.858887,3360.759175
4.717382074,1807.834961,1657.68103,-2258.087891,3333.936797
4.737331189,1801.116943,1578.766968,-2257.248047,3291.154224
4.757382728,1800.246948,1478.534058,-2242.339111,3233.424922
4.787361881,1807.567017,1239.188965,-2189.760986,3098.054387
4.807431266,1812.177979,1122.109985,-2162.180908,3036.140004
4.827331266,1809.777954,1031.769043,-2151.649902,2994.902486
4.847323343,1791.29895,989.9750366,-2178.126953,2988.819086
4.867526727,1774.291992,996.0089722,-2209.803955,3003.89405
4.88736192,1759.862061,999.7550659,-2236.471924,3016.36061
4.907357843,1743.733032,957.4240112,-2258.600098,3009.740857
4.927331804,1729.114014,907.1830444,-2276.738037,2999.392011
4.947350881,1688.546021,910.190979,-2233.160889,2943.916241
4.967363497,1607.188965,1056.112061,-2106.085938,2852.021569
4.987311343,1582.911011,1133.328003,-2043.448975,2822.361306
5.007338035,1584.43103,1194.124023,-1969.171997,2795.351897
5.027317727,814.5170288,831.8129883,-1086.411987,1592.369883
5.047311496,751.7399902,765.197998,-984.8950195,1456.248327
5.067305266,751.7340088,765.1950073,-984.8880005,1456.23892
5.087302804,683.8209839,702.6829834,-896.4650269,1328.54208
5.117342266,557.4730225,580.8150024,-732.5100098,1088.436104
5.137358112,509.9909973,521.0739746,-654.0780029,979.5034141
5.157347304,465.3080139,461.7529907,-587.5949707,880.3381293
5.177272804,422.1059875,407.6719971,-526.822998,788.6142233
5.197318727,380.3049927,361.8309937,-474.3110046,707.4775506
5.217294881,339.2630005,321.3900146,-425.6900024,632.1415215
5.237292727,270.4129944,255.8799896,-348.4989929,509.9502963
5.257331458,243.5220032,227.6100006,-313.9880066,457.9276653
5.277358996,222.1109924,204.2289886,-284.8070068,414.919033
5.297299727,199.9110107,180.8390045,-262.0769958,375.9674315
5.31735015,185.2400208,164.7880096,-241.9960022,346.45493
5.337294381,170.230011,148.4680023,-223.7559967,317.9429987
5.357355766,146.6199951,123.3679962,-196.375,274.3724222
5.377335342,137.5690002,113.2779999,-185.9649963,257.5657488
5.397324458,129.4889984,104.3069916,-177.125,242.9415873
5.417371958,123.8190002,99.61698914,-169.6439972,232.4516619
5.43729115,117.4089966,93.8769989,-165.2039948,223.3609708
5.457299227,111.237999,88.67698669,-161.7039948,215.3733556
5.477324765,105.9580002,84.05699158,-156.673996,206.9768505
5.49735815,96.95800018,77.23698425,-147.3139954,192.5300464
5.517281342,91.38800049,73.09700012,-143.5339966,185.1943472
5.537884612,87.93900299,69.67799377,-139.154007,178.7515838
5.557289765,81.77899933,64.48799133,-136.2539978,171.4982731
5.577294073,77.32900238,61.70899963,-131.9149933,164.8919061
5.597279073,73.33100128,57.5,-129.0359955,159.1664974
5.620005112,64.84400177,50.2440033,-119.9599991,145.3258608
5.63730665,61.17499924,46.04499817,-115.2409973,138.3582663
5.657290958,57.74599838,42.63600159,-111.4720001,132.5836935
5.677287611,54.23799896,40.2480011,-109.8840027,128.9812241
5.697349188,50.97200012,36.3710022,-108.2369995,125.0449626
5.717318188,51.2840004,38.63299561,-105.5699997,123.5620568
5.737278035,50.10699844,37.0059967,-104.913002,122.0118563
5.75736165,50.18099976,37.77900696,-106.1660004,123.3556068
5.777296996,52.55500031,39.28300476,-105.2809982,124.053501
5.797368304,52.94100189,39.10899353,-108.3450012,126.7710627
5.827299611,61.05400085,43.81300354,-116.4069977,138.5559793
5.847301265,69.12999725,45.73600769,-122.2149963,147.6727607
5.86729265,78.61000061,50.07499695,-129.628006,159.6573125
5.897293765,106.1070023,67.48600769,-151.7149963,197.0545541
5.917336457,124.1959991,78.84098816,-169.0690002,224.1090682
5.937325534,146.9080048,92.98301697,-193.4790039,260.1190655
5.957335496,176.2430115,110.8849945,-222.8739929,305.0080291
5.977353496,213.9869995,138.8179779,-262.1199951,365.7427495
5.997307611,301.9710083,211.1030121,-386.2650146,533.8086109
6.017291342,355.67099,262.085022,-471.7139893,646.3006263
6.037296034,416.5050049,322.2789917,-575.809021,780.3180097
6.057284804,482.3089905,392.7120361,-698.927002,935.5980225
6.077302496,543.9320068,468.9780273,-848.0419922,1111.295478
6.097293034,605.3189697,569.309021,-1024.76001,1319.339567
6.11729015,712.2919922,919.4199829,-1600.541992,1978.491257
6.147558727,745.802002,1042.69104,-1810.641968,2218.524187
6.167333227,782.4370117,1154.797974,-1999.412964,2437.91268
6.187316034,813.492981,1247.795044,-2143.058105,2609.877649
6.207335496,835.2650146,1308.738037,-2214.153076,2704.244208
6.227339226,846.1459961,1321.661011,-2187.86792,2692.492694
6.247309726,842.2369995,1268.713013,-2075.821045,2574.49585
6.267312611,835.3980103,1168.165039,-1897.915039,2380.038002
6.287328803,780.3150024,903.7750854,-1493.501953,1912.132054
6.307367073,735.2459717,786.3859863,-1315.964966,1700.221559
6.327350419,685.6370239,689.8170166,-1163.196045,1516.235695
6.34730088,635.8300171,616.5109863,-1031.545044,1359.577429
6.367315726,584.2210083,554.2219849,-918.1259766,1221.241788
6.387330611,539.6519775,499.3840332,-822.0889893,1102.922924
6.407317803,465.3340149,405.4050293,-664.1710205,906.6488447
6.427283572,429.7539978,368.8560181,-597.552002,823.2931773
6.447324534,393.3150024,336.5270386,-535.7030029,744.9327796
6.467313957,356.2460022,305.2770386,-487.7049866,676.728482
6.487310111,322.5859985,277.65802,-439.8059998,612.0335121
6.507419496,292.8469849,250.2389984,-396.7669983,552.9945423
6.52737138,246.0079956,206.8899994,-320.5079956,453.9259642
6.547357226,225.0379944,187.0800018,-292.9989929,414.1128299
6.567366919,205.1090088,169.4100189,-266.4790039,376.5375407
6.587583919,187.9689941,156.0709991,-243.1699982,344.7058856
6.607322188,172.8190002,145.4810028,-223.6100006,317.8561961
6.627307188,159.3890076,134.8199921,-202.8090057,291.0545976
6.657303688,134.4589996,113.3400116,-174.6690063,247.8597236
6.677281342,127.098999,105.6500092,-160.9589996,230.7030116
6.697337688,118.7679977,98.15000916,-152.1779938,216.5580831
6.717354226,110.5179977,87.85899353,-137.7669983,197.2642299
6.737354149,107.7580032,84.24900818,-132.1470032,190.1907282
6.757294957,107.3580017,83.45899963,-132.7259979,190.0193034
6.777288341,108.7580032,83.59898376,-132.1060028,190.4444521
6.797296841,111.2180023,85.88798523,-134.3159943,194.3887249
6.81728738,114.8880005,89.83900452,-139.6360016,201.9121401
6.837327918,126.5680008,101.7590179,-154.3760071,224.0676418
6.857293611,136.7290039,110.6890106,-161.9669952,239.1237862
6.87729888,147.7689972,119.2299957,-171.6779938,255.9781279
6.897294457,158.6699982,127.7899933,-184.7689972,275.0382392
6.917294149,174.4190063,138.3589935,-196.348999,296.8469813
6.937288495,190.5180054,150.9889984,-210.7579956,321.7354825
6.95731688,210.0450134,164.5269928,-228.5359955,351.3071879
6.977517303,255.7650146,204.4680023,-277.3880005,429.1468391
6.997363149,281.223999,227.5480194,-310.4840088,476.7235661
7.017354572,311.5169983,256.4630127,-348.9450073,533.4592161
7.037355649,344.3850098,286.9240112,-389.8999939,594.0946292
7.057387611,379.625,322.2250366,-438.053009,663.2002364
7.077397649,418.6749878,359.4550171,-487.1789856,736.0978323
7.09735588,508.9509888,446.4390259,-604.4890137,907.6044736
7.117388341,556.0780029,495.5029907,-671.1760254,1002.608207
7.13746588,605.0930176,551.0549927,-740.5419922,1103.721707
7.157361457,650.9840088,607.5150146,-808.1350098,1202.47115
7.17750761,696.4019775,659.6420288,-874.6450195,1298.116802
7.197392957,836.1220093,771.5930176,-1031.031982,1535.409635
7.227375918,836.1300049,771.6010132,-1031.042969,1535.425385
7.257357841,936.7719727,847.1140747,-1119.607056,1687.798549
7.27768311,999.664978,892.15802,-1169.70105,1778.61647
7.29750911,1075.050049,946.1830444,-1232.572021,1889.504895
7.317382533,1263.47998,1099.542969,-1403.182007,2185.01628
7.347414226,1371.491943,1199.584961,-1510.084961,2366.506036
7.367369187,1502.380981,1321.512939,-1632.609009,2582.432427
7.387401879,1798.860962,1595.593018,-1897.75,3063.21284
7.407407649,1942.343018,1731.214966,-2027.411987,3298.514972
7.427416649,1986.80603,1853.615967,-1967.30603,3354.636101
7.447370572,2043.897949,1975.626953,-1884.359009,3410.48817
7.467392418,2096.909912,2100.528076,-1809.240967,3476.003776
7.487396149,2129.920898,2103.428955,-1750.141968,3467.560138
7.507419149,2097.082031,2100.550049,-1808.932007,3475.960092
7.527386187,2044.292969,2095.910889,-1903.432007,3492.138256
7.547367918,1990.994019,2091.231934,-1998.852051,3511.796934
7.56736611,1942.185059,2021.422852,-2075.451904,3487.941191
7.587424379,1890.034058,1821.024048,-2136.602051,3384.291011
7.607385572,1847.454956,1635.276001,-2182.9021,3294.279738
7.627462918,1784.985962,1355.897949,-2249.681885,3175.79954
7.647398225,1760.07605,1244.259033,-2276.281006,3134.88492
7.667484879,1742.156006,1132.482056,-2290.230957,3092.374653
7.687451802,1728.607056,1046.432983,-2300.520996,3061.944022
7.71739061,1685.937012,905.6150513,-2354.381104,3034.078544
7.737459918,1657.078003,849.8660278,-2397.290039,3035.651381
7.757397841,1626.56897,797.2269897,-2443.699951,3041.868988
7.777401418,1599.009033,747.8590088,-2485.309082,3048.423235
7.797399841,1552.720947,690.7800293,-2457.860107,2988.175982
7.817414341,1099.602051,490.7369995,-1700.47998,2083.645756
7.837462725,1061.223022,460.507019,-1667.551025,2029.528872
7.85741211,1019.004028,432.6279907,-1634.442017,1974.066081
7.877394264,984.2039795,413.2180176,-1617.522949,1937.985318
7.897437995,952.6350098,396.3179932,-1592.692993,1897.6966
7.917357456,927.1749878,379.6879883,-1578.843994,1869.910368
7.937333725,907.8339844,362.7369995,-1567.67395,1847.523285
7.957370341,872.6640015,334.8959961,-1540.004028,1801.47445
7.97737511,865.8629761,330.0650024,-1553.993042,1809.297094
7.997551533,852.9619751,326.1539917,-1550.912964,1799.792093
8.017419456,843.2119751,325.0629883,-1546.381958,1791.080551
8.037427917,835.7810059,324.2520142,-1543.982056,1785.371067
8.057467302,831.2609863,322.7420044,-1541.212036,1780.587479
8.077445187,828.6710205,318.6710205,-1538.322021,1776.142314
8.097365187,826.901001,318.2410278,-1538.942017,1775.777336
8.127423725,826.5009766,315.6610107,-1535.473022,1772.123907
8.14733034,825.8410034,314.0599976,-1533.272949,1769.625096
8.167325379,824.9910278,312.2000122,-1531.983032,1767.781393
8.187309071,824.3010254,310.1099854,-1530.384033,1765.705432
8.20740384,824.5109863,308.3599854,-1528.473999,1763.84155
8.227348148,824.4910278,308.8200073,-1524.814941,1760.742984
8.247411994,823.5910034,306.6690063,-1520.444946,1756.160828
8.267379456,824.2009888,305.9490356,-1517.344971,1753.638458
8.287395533,824.0410156,306.1790161,-1517.055054,1753.352566
8.30736534,118.0459976,105.2299957,-165.3849945,228.8239628
8.327376609,120.9810028,107.0579987,-166.6369934,232.0898655
8.347387879,120.9779968,107.0569916,-166.6320038,232.0842516
8.367364571,124.8759995,109.5160065,-170.6690063,238.150542
8.387359071,129.8350067,112.0850067,-174.6970062,244.8248796
8.407357763,137.3040009,115.4449921,-180.5659943,254.5270381
8.42740234,145.852005,118.6940155,-188.2630005,266.0902742
8.447365263,157.5010071,126.2830048,-196.6999969,281.8596341
8.467342956,172.309021,136.4730072,-206.1179962,301.3302321
8.487374994,204.2680054,162.0319977,-241.0859985,355.1087791
8.507305071,224.9170227,178.2419891,-263.5539856,389.6390344
8.527327186,251.6960144,199.3710175,-287.072998,430.7094061
8.547347379,282.2650146,221.451004,-315.1719971,477.5431639
8.567433379,318.0339966,249.1589813,-349.2609863,534.049677
8.587339225,356.4729919,281.7189941,-388.1090088,597.5509923
8.607309802,439.9649963,362.0599976,-489.5939941,751.2382571
8.627313917,483.8039856,404.8290405,-540.4229736,830.6683086
8.647388686,528.2509766,445.2180176,-596.6710205,912.844173
8.667334456,576.1099854,484.9280396,-649.1799927,994.2296423
8.687315263,622.4890137,523.257019,-704.0980225,1075.660032
8.707301071,667.8280029,563.4959717,-761.2449951,1158.885626
8.737577417,764.8950195,653.4229736,-875.5419922,1333.641539
8.758100455,815.1530151,701.4619751,-933.2390137,1423.888478
8.777475532,869.2919922,750.651001,-989.1069946,1515.743428
8.797800955,992.2680054,852.2680054,-1094.984009,1705.856538
8.817444917,1063.156982,911.2369995,-1149.212036,1811.448024
8.83741334,1134.824951,977.1360474,-1211.970947,1926.524358
8.857602532,1199.61499,1041.83606,-1276.909058,2038.380544
8.877546148,1260.494995,1108.115967,-1342.249023,2149.046549
8.897406378,1312.89502,1164.406006,-1399.947998,2244.858364
8.917451994,1384.595947,1237.037964,-1483.199951,2376.394529
8.947442686,1405.935059,1252.83606,-1507.493042,2412.21617
8.967400878,1413.327026,1256.017944,-1521.025024,2426.642018
8.987377994,1396.208008,1241.879028,-1516.375977,2406.461391
9.007698532,1370.982056,1222.682983,-1494.755981,2368.299162
9.027449494,1343.412964,1194.593994,-1460.866943,2316.451042
9.047364532,1303.053955,1153.244995,-1414.647949,2242.577189
9.067377263,1250.265991,1103.696045,-1358.139038,2150.779313
9.087605917,1185.677002,1048.227051,-1286.21106,2039.350091
9.107407994,1038.839966,908.3900757,-1122.404053,1778.806302
9.127453301,964.2819824,838.632019,-1031.635986,1642.381263
9.147379224,888.5250244,769.0150146,-942.4199829,1506.325408
9.167394109,806.6779785,699.7680054,-854.2030029,1367.504074
9.188387917,730.651001,633.1610107,-767.8670044,1234.65116
9.207459994,659.1350098,564.6140137,-690.6010132,1109.133763
9.227400801,541.5,449.9580078,-552.8959961,895.1974315
9.247401994,488.9509888,401.2000122,-497.3280029,804.5928546
9.267396455,441.0620117,363,-446.4190063,724.9790531
9.28736634,396.3619995,329.2399902,-403.6080017,654.5236626
9.307381224,355.6090088,298.2070313,-366.7000122,591.4846571
9.327404724,318.9379883,269.9060059,-332.8989868,534.2213285
9.34819057,258.9670105,222.6150055,-277.7780151,440.2067456
9.367359878,234.2250061,200.4529877,-254.8159943,399.9674295
9.387390455,212.3139954,183.6119843,-232.6450043,364.5741233
9.407428186,193.3730164,168.1509857,-216.6130066,335.5429512
9.427377955,176.3009949,154.1600189,-202.4720001,309.5840162
9.447444724,160.8309937,140.5789948,-188.0110016,284.5649293
9.467451878,150.1399994,132.0690155,-177.6799927,267.496587
9.487369301,128.5789948,112.0479889,-159.3699951,233.422589
9.507381416,119.6289978,105.2779999,-153.6790009,221.3860648
9.527365647,113.1689987,99.00801086,-147.3789978,210.5478033
9.547358993,107.2080002,94.80699158,-141.7689972,201.4456987
9.567372301,102.1279984,90.70701599,-136.4490051,193.0705099
9.58733407,97.39800262,85.91700745,-134.1790009,186.740749
9.607428109,87.38899994,76.7480011,-125.0390015,170.7683954
9.627381378,87.38899994,76.7480011,-125.0390015,170.7683954
9.647334647,87.38899994,76.7480011,-125.0390015,170.7683954
9.667359301,84.12999725,73.35899353,-122.1900024,165.4986256
9.687410339,84.72100067,74.17900085,-122.5210037,166.4078378
9.708318224,83.05200195,72.99000549,-121.5709991,164.3310189
9.727369147,82.49299622,72.67100525,-120.6520004,163.2270647
9.747435839,83.4940033,74.29200745,-121.0039978,164.7195145
9.767441762,82.91600037,73.47398376,-121.2949982,164.2740576
9.787444762,81.67900085,73.10600281,-122.2070007,164.1660679
9.807382878,80.84300232,71.25901794,-121.5400009,162.4358658
9.835402839,80.26599884,70.69200134,-120.6029968,161.19886
9.847357224,78.96900177,69.54499817,-120.2750015,159.8082789
9.867376108,78.73300171,68.76899719,-119.3290024,158.6425899
9.897397532,76.08000183,66.44499207,-115.5950012,153.5099604
9.917397685,74.50900269,64.26399231,-113.6940002,150.3588304
9.937353493,72.53399658,61.03900146,-111.7669983,146.5564815
9.957430801,70.64700317,59.56199646,-108.6809998,142.6540928
9.977376993,68.85399628,56.85099792,-105.2409973,138.0165797
9.997394724,65.77999878,53.25,-101.4909973,132.1476193
10.01749588,66.14900208,53.7809906,-98.47899628,130.2543594
10.03741276,64.35700226,52.61799622,-98.48400116,128.878143
10.05738138,63.92599869,53.59700012,-97.65499878,128.4354722
10.07737111,64.11399841,53.40000916,-96.8010025,127.7990605
10.0976198,62.8370018,51.81900024,-97.69300079,127.1912732
10.11739145,62.82899857,51.58799744,-97.11599731,126.6503907
10.13736661,62.13199997,51.03999329,-97.72799683,126.5552358
10.16195545,62.58599854,52.33599854,-98.39199829,127.8164672
10.17739557,61.22700119,49.9960022,-98.02200317,125.9232267
10.19743003,62.36500168,51.58399963,-98.0759964,127.1581831
10.21741176,61.4129982,50.48300171,-97.73200226,125.9826737
10.23739245,62.90399933,52.81100464,-97.19000244,127.2470507
10.25739569,62.75999832,52.57800293,-100.4290009,129.5733306
10.27740276,61.82600021,51.5,-101.2730026,129.3480783
10.29735799,62.68500137,51.82899475,-100.9720001,129.6572362
10.31740457,61.55899811,50.01800537,-102.0709991,129.2663915
10.33740149,62.90200043,52.33100891,-103.6039963,132.0188782
10.35734584,63.05799866,52.57299805,-102.7149963,131.4937329
10.38739553,63.26599884,52.83999634,-103.5849991,132.380149
10.40743176,63.24100113,52.58799744,-103.5419998,132.2341386
10.42747645,63.56999969,52.6309967,-104.0719986,132.8237462
10.45274453,62.73600006,51.85400391,-104.8209991,132.7105319
10.46741769,61.91400146,50.89900208,-106.038002,132.9214424
10.48751061,63.08499908,52.1190033,-105.5370026,133.5446237
10.50732761,61.70999908,50.01800537,-107.3410034,133.5365713
10.52733826,62.0530014,50.86700439,-104.1050034,131.4377375
10.54730434,61.99200058,50.47000122,-104.2020035,131.3327327
10.56734611,62.09500122,49.56100464,-101.7809982,129.1179846
10.58734276,60.97200012,48.3440094,-101.1920013,127.6501045
10.60753492,60.81900024,47.72499084,-100.7539978,126.9960378
10.63740238,60.2840004,46.64199829,-99.58699799,125.4081611
10.6574728,59.4109993,45.72900391,-99.08999634,124.2563319
10.6773988,60.16999817,46.48799133,-99.43499756,125.1754
10.6973893,59.63000107,45.83399963,-100.1669998,125.2594124
10.71738122,58.95700073,45.04800415,-100.3479996,124.7997261
10.73736895,59.7859993,45.29600525,-100.3809967,125.3093704
10.75739745,59.66199875,44.6190033,-99.15100098,124.0214923
10.7773473,58.63100052,42.7230072,-100.0680008,123.5979545
10.7974728,58.39300156,42.3690033,-99.37799835,122.8041597
10.81740215,57.74900055,40.69300842,-98.14199829,120.9244385
10.83735588,57.86899948,40.35499573,-96.61299896,119.6303404
10.85740365,57.4679985,38.20100403,-95.64900208,117.9432879
10.8776988,56.85400009,35.61700439,-93.27700043,114.8979858
10.8974653,55.4640007,34.37400818,-91.91000366,112.7176853
10.91860588,55.93500137,34.32299805,-91.13700104,112.3064804
10.93734157,55.18799973,32.92100525,-93.05500031,113.0873157
10.9574173,55.42900085,30.94999695,-91.48799896,111.3567708
10.97744507,56.02999878,31.27400208,-90.84799957,111.2240217
10.99734292,57.08000183,30.82299805,-91.02300262,111.7737484
11.01957703,57.52199936,30.77400208,-91.22599792,112.1516933
11.03737276,57.93999863,30.71099854,-89.24099731,110.7436882
11.05737692,59.02299881,30.52600098,-88.89600372,110.9867136
11.07754776,59.16199875,30.49000549,-88.57299805,110.7924118
11.09737015,59.7859993,30.7480011,-88.00099945,110.7428607
11.11748276,60.13800049,29.44999695,-88.74199677,111.1711447
11.13739226,59.97600174,29.43299866,-89.54499817,111.7216581
11.15737895,60.55199814,29.90299988,-86.88500214,110.0442524
11.17738315,60.33800125,29,-88.68000031,111.1117314
11.19784788,60.90000153,28.79299927,-88.11199951,110.9124495
11.21740915,16.64900208,-45.50900269,-35.48500061,60.06200017
11.23737492,16.43400192,-46.2789917,-35.8219986,60.78681662
11.25747353,16.7480011,-47.04400635,-34.06499481,60.44880434
11.27743903,16.82900238,-47.42700195,-34.25299835,60.87531299
11.29747772,17.7480011,-46.17700195,-33.91799927,59.98114476
11.31737176,16.90100098,-47.82199097,-33.8219986,60.96322041
11.33737788,15.33500004,-50.02999878,-33.71799469,62.25002948
11.35772026,17.97600174,-46.78799438,-33.18599701,60.11292253
11.37761753,16.28000259,-48.48800659,-33.42499542,61.10119137
11.39738422,16.60800171,-48.49099731,-32.18299866,60.52229295
11.41737295,15.04399967,-50.92100525,-32.08899689,62.04010334
11.43739776,16.22200012,-48.81399536,-32.14800262,60.65849902
11.45736745,14.28200054,-51.5289917,-32.05799866,62.3452308
11.47733618,0.8810005188,-44.99499512,-26.40799713,52.17957512
11.49735965,-1.61000061,-48.02600098,-25.99900055,54.63549122
11.51733484,-2.524000168,-48.15600586,-23.85800171,53.80126135
11.5426158,-3.607000351,-48.54400635,-22.62400055,53.67845382
11.55787449,-6.833000183,-52.38000488,-23.4240036,57.78441613
11.57735618,-8.18500042,-53.56399536,-20.63700104,57.98259776
11.59736376,-10.8409996,-56.602005,-20.54100037,61.18208021
