Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
11.61737961,-12.91800022,-58.352005,-17.73500061,62.34068867
11.63729853,-16.64900017,-61.75700378,-17.03199768,66.19067659
11.65730734,-15.52499962,-60.88499451,-18.27400208,65.43659008
11.67800122,-16.65999985,-62.01400757,-17.625,66.58778683
11.69733068,13.93200016,-46.44699097,-11.54399872,49.84663985
11.71729449,16.26000023,-44.74299622,-8.238998413,48.31360484
11.73736022,16.15600014,-46.48199463,-11.23500061,50.47590914
11.75735545,18.11400032,-45.54499817,-10.97200012,50.22796684
11.77742549,18.94799995,-47.45300293,-10.94200134,52.25458432
11.79739776,18.57699966,-48.7749939,-11.15599823,53.37191436
11.81738657,20.1609993,-48.11799622,-11.4260025,53.40749934
11.83737738,20.84799957,-48.27099609,-12.55999756,54.05998232
11.85739622,21.63299942,-49.40299988,-12.77200317,55.42352502
11.87738076,24.61800003,-47.8769989,-12.48100281,55.26326429
11.89741761,24.74799919,-48.6000061,-12.125,55.86984591
11.9174703,26.27099991,-48.93099976,-11.76399994,56.76970907
11.93733649,27.00099945,-48.58799744,-12.9260025,57.06951031
11.95741203,26.75499916,-50.07199097,-13.14700317,58.27416196
11.97754788,27.67499924,-49.01599121,-12.27000427,57.61098838
12.00733884,29.87299919,-47.08499146,-12.29299927,57.10087856
12.0273103,29.5510006,-47.11799622,-12.26899719,56.95520605
12.05065918,31.48800087,-46.88999939,-13.72200012,58.12451745
12.06743957,31.69099998,-46.86599731,-14.0039978,58.28252859
12.0875248,32.76200104,-46.28199768,-12.21199799,58.00435256
12.10735326,32.95600128,-46.51199341,-12.48200226,58.35463933
12.12731849,33.86500168,-45.93899536,-10.9940033,58.1214052
12.14730499,34.98699951,-45.32199097,-12.78900146,58.66627275
12.16739045,9.218998909,-17.2749939,-11.10500336,22.51080751
12.18737707,10.59999943,-16.83599854,-10.49199677,22.4920615
12.20734961,11.44699955,-17.43499756,-11.34999847,23.74521855
12.22740938,12.91600132,-16.04600525,-10.78099823,23.24924294
12.24737134,13.38799953,-15.04400635,-11.40900421,23.14575632
12.26742699,13.25599957,-15.34199524,-11.69400024,23.4061527
12.28739326,15.02999973,-12.57499695,-10.88500214,22.41683991
12.30737699,15.18999958,-12.6499939,-12.9509964,23.63232406
12.32737041,16.72599792,-9.460998535,-12.46399689,22.90460037
12.34736168,17.28499985,-8.548995972,-13.39099884,23.47712508
12.36735615,18.53199768,-7.602005005,-12.52200317,23.62257356
12.38735491,19.2179985,-7.45199585,-13.12000275,24.43354622
12.40736476,19.13699722,-8.378997803,-13.08200073,24.64895556
12.42737757,20.93999863,-7.147003174,-14.30699921,26.34868921
12.44745734,20.39999771,-7.406005859,-14.00499725,25.82922332
12.46746222,20.91699982,-7.07699585,-13.10700226,25.67875113
12.48737757,20.60899734,-7.052993774,-16.10900116,27.09198057
12.50740699,19.23899841,-7.162994385,-16.12000275,26.1017631
12.53255953,18.94300079,-6.667999268,-17.93700409,26.92648527
12.54737165,18.93700027,-6.645996094,-17.93799591,26.91748392
12.5674388,19.59399796,-4.824005127,-19.49500275,28.05799197
12.58735272,19.27700043,-4.348999023,-20.10600281,28.19162796
12.60740707,18.20100021,-5.412002563,-21.26599884,28.50980335
12.62738822,20.54800034,-2.975997925,-19.84400177,28.72039846
12.64737845,19.64599991,-3.776000977,-21.28900146,29.21378235
12.66745438,19.90299988,-4.929992676,-22.97800446,30.79647578
12.68733968,21.15200043,-2.92300415,-20.36499786,29.50735863
12.70738599,22.98399734,-2.490005493,-23.45400238,32.93257489
12.72739368,24.76499939,-2.371002197,-24.3769989,34.8305171
12.7474058,25.95700073,-1.184005737,-24.08200073,35.42753895
12.76741526,26.43399811,-1.003005981,-25.77199554,36.93180244
12.7874243,29.10499954,0.07600402832,-27.55899811,40.08247936
12.80736738,32.2840004,0.5839996338,-29.12200165,43.48205052
12.82737922,35.09899902,2.406005859,-31.91300201,47.49913993
12.84738645,43.23899841,6.574005127,-38.97399902,58.58157669
12.86737907,49.65800095,9.673995972,-43.01599884,66.40692292
12.88735818,55.80499649,13.21600342,-47.02899933,74.16594338
12.90737126,62.32199478,14.6289978,-53.59200287,83.48737259
12.92751172,70.2460022,19.56999207,-58.78499603,93.66515453
12.94738303,79.86699677,23.9730072,-65.72399902,106.1747912
12.96735518,101.6520004,32.00300598,-79.96700287,133.2367935
12.98734026,116.3670044,39.43099976,-85.76700592,149.840124
13.00734841,131.3000031,44.43400574,-95.6760025,168.4279345
13.02744541,149.9400024,53.5349884,-103.8689957,190.0967322
13.04734572,169.5559998,63.99998474,-113.0019913,213.575947
13.06737707,192.2109985,77.31700134,-125.2600021,242.1013317
13.08744953,238.5399933,100.0510101,-149.5619812,298.7981246
13.10739888,266.4240112,116.1529999,-159.1119995,331.3455923
13.12740122,295.5239868,132.1609955,-170.1679993,365.7295496
13.14749434,325.4880066,150.0480194,-184.9419861,403.3117761
13.16737788,358.3330078,171.7380219,-199.5359802,444.6471635
13.18741318,390.1839905,190.8679962,-219.2449951,486.5619244
13.20737238,424.0610046,212.7850189,-244.5509949,533.7699776
13.22998734,498.5089722,257.3480225,-299.4100037,635.9131625
13.24740038,536.8759766,282.0770264,-332.7479858,691.7546423
13.26734134,579.7080078,310.5540161,-368.0230103,753.6219923
13.28744915,625.3889771,343.40802,-410.178009,822.9741429
13.3073593,672.8770142,381.0419922,-458.6210022,899.049331
13.32736599,726.0449829,425.8550415,-514.3339844,986.4244933
13.34736653,837.0390015,524.6849976,-642.6119995,1178.507029
13.36738495,899.4060059,582.1190186,-708.2180176,1284.276635
13.38733584,960.8729858,638.4730225,-776.552002,1390.668079
13.40732726,1026.717041,697.7860107,-843.1149902,1500.631896
13.42732057,1095.411011,759.5679932,-901.1489868,1609.017811
13.44739384,1165.084961,822.2300415,-961.9719849,1720.138165
13.46735691,1324.88501,961.8209839,-1088.542969,1966.048242
13.48732076,1422.657959,1050.812988,-1152.526001,2111.037609
13.50737376,1532.487061,1155.71106,-1225.579956,2277.329768
13.52731245,1650.06897,1273.862061,-1312.541992,2463.375456
13.54775349,1774.260986,1402.572998,-1408.123047,2664.211624
13.56730988,1898.712036,1536.624023,-1507.88501,2870.546636
13.58738072,2012.91394,1659.055054,-1607.936035,3064.268999
13.60731857,2091.065918,1816.765991,-1610.738037,3204.32089
13.62734988,2102.576904,1839.616943,-1593.718994,3216.358246
13.64750957,2107.218994,1842.288818,-1585.801025,3217.011792
13.66739772,2103.97998,1827.939941,-1589.270996,3208.407469
13.68744018,2094.141113,1797.21106,-1601.982056,3190.884063
13.70734626,2084.412109,1767.982056,-1614.741943,3174.574922
13.72738807,2060.12207,1697.062988,-1646.901978,3136.305447
13.74744511,2043.393066,1654.593018,-1662.602051,3110.848575
13.76734172,1984.703979,1599.713989,-1610.853027,3015.457214
13.78732184,1913.864014,1538.39502,-1547.343994,2902.379737
13.80736061,1825.055054,1462.166016,-1485.594971,2770.514
13.82733338,1717.876953,1375.947021,-1422.745972,2620.789486
13.84738984,1464.750977,1157.791016,-1248.488037,2246.04048
13.86734976,1340.156982,1042.005981,-1146.979004,2048.745479
13.88734841,1213.499023,929.2589722,-1044.70105,1851.351507
13.9073743,1080.253052,820.2920532,-940.4840088,1650.556233
13.92738953,946.8959961,718.6439819,-842.0759888,1456.761192
13.9474013,827.3289795,622.5770264,-753.5479736,1280.589686
13.96738649,726.3410034,536.0679932,-670.6900024,1124.617813
13.98734191,578.9719849,400.348999,-523.6010132,877.2946491
14.00736541,522.2299805,353.4280396,-471.5299988,787.3855926
14.02736591,473.0289917,320.1970215,-428.7890015,714.242653
14.04733114,425.8380127,291.7659912,-394.4880066,649.6816097
14.06739322,381.4660034,267.934021,-363.3970032,591.0688059
14.08734222,342.8049927,245.9529877,-331.7059937,536.6907875
14.10735649,269.7810059,202.7389984,-271.3890076,433.0552921
14.12738361,236.4100037,180.858017,-243.3179932,384.4515027
14.14741238,160.3399963,126.7779999,-181.6779785,273.4747951
14.1673863,160.3390045,126.7769928,-181.677002,273.473098
14.18736022,160.3379974,126.7769928,-181.6759949,273.4718385
14.20742414,121.6580048,100.4759979,-144.3059998,213.8230994
14.22738749,105.5080032,90.06599426,-127.8259964,188.6353822
14.24734588,92.31700134,81.5059967,-113.8559952,167.7165581
14.26736172,81.85700226,74.48600769,-100.2060013,149.2982815
14.28754041,71.51699829,65.53501892,-92.31600189,133.9095365
14.30737172,62.35699844,58.47499084,-84.4759903,120.1828305
14.32747899,56.34699631,53.75498962,-77.61600494,109.9492025
14.34741295,42.80699921,42.17599487,-66.28600311,89.47115699
14.36747453,39.1269989,38.20600891,-59.73600006,80.98772045
14.38739384,34.20800018,33.63600159,-55.92699432,73.68443915
14.41745468,30.44799805,31.15600586,-49.13700104,65.66751219
14.43734364,26.52899933,27.727005,-48.12799835,61.55386939
14.45749076,23.84999847,24.66799927,-46.1989975,57.54719789
14.4773913,22.10099792,22.45799255,-44.59999847,54.60746655
14.4974088,20.39299774,20.75900269,-43.63100433,52.444972
14.51735791,19.91399765,19.43099976,-40.52300262,49.15531299
14.53741972,15.89700031,14.2519989,-41.28499603,46.47886605
14.55739999,16.6289978,15.06399536,-39.47699738,45.40793814
14.57740745,15.95200062,12.73699951,-39.70000458,44.64065237
14.59741791,13.94500065,11.52900696,-39.98200226,43.88555057
14.61746691,14.72599888,10.82099915,-36.58399963,40.89423058
14.63742391,13.2489996,9.203994751,-39.60599518,42.7654576
14.65737653,14.53199863,10.30599976,-36.87999725,40.95762216
14.67738045,14.39700031,10.80099487,-37.20500183,41.32973832
14.69740157,13.5539999,8.479995728,-38.36100006,41.55944618
14.71739468,13.83100033,7.268005371,-38.31800079,41.38103016
14.73738914,14.73899937,7.869003296,-38.02700043,41.53567234
14.76740161,15.10999966,8.39100647,-36.21300507,40.12608647
14.78740545,14.65599918,6.852996826,-36.16899872,39.62269988
14.80745322,13.50399876,5.238998413,-35.51599884,38.35611112
14.82737291,13.24499989,4.222000122,-33.96399689,36.69888815
14.8473938,14.42800045,3.845993042,-32.4280014,35.70061813
14.86748207,15.13200092,3.942001343,-31.83300018,35.46627591
14.88741103,14.84399891,4.686004639,-31.88899994,35.48536685
14.90744491,15.30700016,4.026992798,-30.98799896,34.79622113
14.92847811,15.71600056,2.882003784,-28.89199829,33.01584748
14.94797514,15.36699963,2.255996704,-31.9240036,35.50177748
14.9673778,15.36499882,2.787002563,-29.08200073,33.0092917
14.98972995,15.36499882,2.888000488,-30.3239975,34.11698345
15.01749953,15.6050005,2.292999268,-28.69200134,32.7414848
15.03746864,14.68299961,1.350997925,-27.38100433,31.09879533
15.05739557,14.4119997,0.2429962158,-26.06600189,29.78592347
15.08183818,14.07999897,0.03399658203,-26.65999603,30.14967521
15.09757745,12.91700077,-1.369995117,-26.91999817,29.88999995
15.1174113,13.32999897,-1.128005981,-25.11899567,28.45918504
15.13742503,11.35799885,-3.942993164,-25.50299835,28.19493319
15.15742534,10.33599949,-4.729003906,-22.70899963,25.39478348
15.17742868,9.327000618,-5.259002686,-21.4509964,23.97488887
15.19737307,7.445000648,-6.968994141,-20.9220047,23.27499075
15.22548691,6.126000404,-8.460998535,-18.74199677,21.45644006
15.23740572,6.001999855,-8.677001953,-18.52999878,21.32311469
15.25743599,4.139000893,-9.042007446,-16.96900177,19.66815314
15.27737814,2.500000954,-7.375,-12.9489975,15.11016764
15.29739211,0.8249998093,-9.022994995,-12.41500092,15.36968806
15.31744664,0.4110002518,-8.050994873,-8.865997314,11.98304419
15.33740937,-2.26099968,-9.589004517,-8.362998962,12.92288199
15.35738957,-4.791999817,-11.12399292,-7.002998352,13.99101378
15.37739007,-4.151999474,-9.490005493,-4.607002258,11.33683261
15.39740541,-6.868999958,-11.4980011,-4.712997437,14.19857509
15.4175018,-7.026000023,-9.449005127,-1.463001251,11.86544339
15.43749534,-8.347000122,-10.35099792,-1.032001495,13.33718847
15.45738099,-9.460000038,-11.42799377,-3.261001587,15.18962718
15.48754795,-8.56499958,-9.914001465,-2.951999664,13.42985275
15.50734641,-9.168000221,-10.94999695,-3.755996704,14.76692834
15.52731891,-7.772999763,-9.393005371,-2.59400177,12.46502789
15.54736714,-6.827000141,-9.791000366,-1.950000763,12.09438391
15.56733141,-6.054999352,-8.263000488,-3.152999878,10.71828356
15.58729622,-7.256000042,-8.867996216,-4.585998535,12.34189111
15.60736107,-5.813000679,-7.080001831,-3.463996887,9.793706002
15.63738437,-5.68599987,-7.777999878,-4.875,10.79784708
15.6574751,-5.465000153,-6.611999512,-3.474998474,9.255289223
15.6773103,-6.835000038,-7.925994873,-5.722000122,11.92811409
15.69734553,-7.239999771,-8.701004028,-3.991996765,12.00254581
15.71738676,-7.796000004,-10.36199951,-5.884002686,14.23973797
15.73746045,-7.43900013,-9.457000732,-2.60200119,12.31032071
15.75777884,-6.840000153,-9.856994629,-2.060001373,12.17331306
15.77806607,-8.00399971,-11.46899414,-1.76599884,14.09682907
15.79739626,-7.671000004,-11.58799744,-3.334999084,14.29154101
15.8174071,-8.477999687,-11.58999634,-2.855998993,14.64108002
15.83736276,-8.151000023,-11.82200623,-3.288002014,14.73124536
15.85729653,-8.920000076,-11.98500061,-4.051002502,15.47957565
15.87737114,-7.994999886,-11.4730072,-3.991996765,14.54255671
15.89747853,-8.520000458,-11.9730072,-3.987998962,15.22653752
15.9173158,-8.244000435,-11.68600464,-3.509002686,14.72546595
15.93730899,-8.418999672,-11.43099976,-3.816001892,14.70065241
15.95734687,-8.038000107,-10.74299622,-2.993000031,13.74698013
15.97729672,-8.31400013,-11.08399963,-3.288002014,14.24038635
15.99737864,-8.262999535,-11.0269928,-2.911998749,14.08373062
16.01741118,-8.204999924,-10.93200684,-2.854999542,13.96358907
16.03735345,-8.276000023,-11.102005,-3.035999298,14.17617661
16.06159253,-8.111000061,-11.16499329,-3.263999939,14.18094118
16.08754734,-8.022999763,-11.55900574,-3.495002747,14.49807515
16.10741699,-7.377999783,-12.43699646,-3.708999634,14.9288459
16.12733299,-7.281000137,-12.7519989,-0.02100372314,14.68423917
16.14739495,-7.090000153,-14.43800354,1.431999207,16.14851913
16.16743087,-5.776000023,-15.28900146,1.555000305,16.41748361
16.1875143,-4.824999809,-17.28199768,1.603996277,18.01446283
16.20739087,-2.86700058,-17.81300354,2.501998901,18.2149056
16.22734449,-0.6820001602,-19.48199463,0.4639968872,19.49944953
16.24734172,1.835000992,-21.56300354,1.718002319,21.70902767
16.26740734,3.205999374,-23.55699158,1.236999512,23.80631118
16.28741903,6.233999252,-25.73300171,3.043998718,26.65175514
16.30739499,8.315999985,-27.33299255,3.566001892,28.79174721
16.32739818,10.79400063,-30.19000244,2.752998352,32.17958509
16.34735087,15.97400093,-32.10400391,-0.9739990234,35.87177786
16.36734553,19.48600197,-30.852005,-6.718002319,37.10366614
16.38824064,22.56399727,-29.79400635,-8.552001953,38.33997293
16.40738734,25.6439991,-29.11799622,-13.30500031,41.01823286
16.42736891,26.25300026,-29.84100342,-18.67900085,43.91594905
16.4473253,28.33999825,-29.69999695,-20.86100006,46.04809054
16.46730922,27.3220005,-32.5269928,-23.82499695,48.70449108
16.48734622,27.1760006,-36.25700378,-23.77700043,51.17080301
16.50734607,25.44400215,-40.6559906,-23.98699951,53.62539476
16.53739183,26.08500099,-49.02500916,-19.83200073,58.96767803
16.55797007,27.62299919,-53.08799744,-22.70100403,64.00547742
16.57737083,32.56800079,-54.36700439,-22.95400238,67.40424369
16.59733083,36.80500031,-57.39700317,-28.55899811,73.92320606
16.61739133,42.89499664,-60.75900269,-32.04199982,80.98349768
16.63735437,51.25099945,-63.65400696,-33.41500092,88.28963604
16.65733899,57.45399475,-71.20700073,-38.57299805,99.2938802
16.67731618,74.65699768,-90.33399963,-41.37200165,124.2800922
16.7073831,89.01999664,-98.62999725,-44.31399536,140.057725
16.72739764,118.9110031,-120.9440002,-55.10600281,178.3366182
16.74736364,132.253006,-137.8339996,-61.07699585,200.5479206
16.76898257,147.8309937,-156.2830048,-60.85800171,223.5667163
16.78743983,162.5670013,-176.5610046,-61.78100586,247.8279867
16.8074438,179.3500061,-199.4019928,-58.60099792,274.5207759
16.8274606,201.1790009,-220.4149933,-58.47799683,304.0977405
16.8479006,252.756012,-262.2340088,-66.41400146,370.2203351
16.86747987,278.7680054,-283.3200073,-66.2460022,402.9520569
16.88744349,301.6549988,-305.3049927,-59.02799988,433.2334032
16.9074378,324.8640137,-324.0450134,-46.09999847,461.1583329
16.92743626,346.480011,-343.1900024,-34.09799957,488.8664944
16.94743191,365.6629944,-362.071991,-23.35299683,515.1222326
16.9673438,383.6740112,-377.8429871,-11.5059967,538.6125302
16.9873711,393.1749878,-408.7470093,20.74500275,567.5306545
17.00739349,384.2080078,-423.2149963,42.65100098,573.1891784
17.02733499,375.5589905,-436.3500061,60.53900146,578.8876004
17.04742849,368.8259888,-447.5050049,75.27799988,584.7735602
17.06740718,360.3429871,-461.0979919,91.03600311,592.2381112
17.08739733,354.9979858,-473.0609741,102.1760025,600.208456
17.1073711,361.9200134,-487.2229614,112.6050034,617.2942548
17.1273656,360.9630127,-492.4060059,119.2350006,622.0731119
17.1474956,357.79599,-497.8980103,131.973999,627.1662742
17.16737049,356.9389954,-503.1099854,143.2030029,633.271035
17.18751333,359.019989,-511.7509766,151.5220032,643.2288333
17.20747726,369.1300049,-518.5219727,158.951004,656.0391896
17.22762514,383.2390137,-541.9689941,171.9689941,685.6937123
17.24741241,392.5190125,-551.4089966,187.1459961,702.244032
17.26736599,401.5480042,-562.617981,200.2429962,719.6367484
17.28738622,413.8970032,-572.15802,207.7920074,736.1066821
17.31737776,439.1719971,-579.5579834,213.8699951,757.9576993
17.33740272,446.2210083,-577.7290039,206.2220001,758.5588333
17.36741341,452.5889893,-553.8359985,166.1430054,734.2850977
17.3873776,460.5660095,-528.5839844,131.8529968,713.3773829
17.40747895,474.1199951,-495.3670044,86.27999878,691.1023636
17.42739137,487.6520081,-457.0239868,29.82600021,669.0029864
17.44744487,495.1470032,-412.6700134,-41.04499817,645.8728873
17.46738053,489.7120056,-363.6480103,-114.0759888,620.5409374
17.48764387,433.6650085,-270.9859924,-227.9859924,559.8895967
17.50736587,398.3340149,-220.4799957,-264.9769897,526.7772025
17.52737307,355.6679993,-172.1560059,-288.4859924,489.2459339
17.54731999,310.54599,-128.7489929,-296.2070007,448.0554679
17.56735264,267.6380005,-90.76399994,-289.598999,404.6427847
17.58735957,229.5590057,-59.39599609,-271.9450073,360.803698
17.60749645,167.5240021,-22.36000061,-225.0310059,281.4306566
17.62737453,141.6519928,-14.852005,-198.3399963,244.1815375
17.64746956,120.2199936,-11.85600281,-174.177002,211.969431
17.66739518,102.2389984,-12.47000122,-153.2019958,184.6054313
17.68745949,89.45700073,-14.02600098,-133.3659973,161.2010326
17.70742095,80.70600128,-13.38299561,-116.0189972,141.9611599
17.72734337,71.81500244,-13.44000244,-104.4720001,127.4850072
17.74733291,61.5039978,-4.468002319,-84.4039917,104.5310413
17.77732587,61.5019989,-4.466003418,-84.40499878,104.530593
17.7974761,58.73099518,2.195999146,-77.33599854,97.13397385
17.81735191,59.22000122,5.197006226,-71.92700195,93.31404518
17.8373366,61.59899902,7.177993774,-69.21800232,92.93595709
17.86738433,68.6780014,11.16900635,-67.76899719,97.12904591
17.88736072,73.78700256,13.52000427,-72.09100342,104.0404971
17.90744906,82.5759964,18.27000427,-77.70098877,114.8478641
17.9273598,92.95500183,25.46000671,-84.61099243,128.2492275
17.94737445,104.5139999,33.80000305,-94.61099243,144.9719155
17.96791456,132.4909973,56.83699036,-120.0189972,187.5869599
17.98732283,145.0890045,66.60499573,-135.897995,209.6552163
18.00737306,158.6170044,77.46199036,-150.2660065,231.8180035
18.02737437,172.253006,86.84898376,-166.723999,254.9720296
18.04736914,183.9669952,94.48500061,-180.0610046,274.213851
18.06732906,198.8190002,104.9579926,-191.9470215,295.6160248
18.08733918,211.3569946,114.1979828,-206.5690002,316.8338844
18.10741303,235.2079926,135.5540009,-234.0910034,358.4637845
18.12737153,246.9299927,145.4739838,-249.6549988,380.0851479
18.14737887,257.4140015,153.2259979,-262.6990051,398.4356182
18.16761391,268.2609863,161.2720184,-275.1359863,416.7402449
18.1876111,278.6440125,167.5240021,-288.1270142,434.4237024
18.20737533,287.7650146,173.3699799,-298.9859924,449.7315613
18.22742303,313.947998,190.4669952,-325.3909912,490.6325702
18.24738476,327.9960022,198.3970184,-340.8779907,512.9722789
18.26748506,343.6629944,209.503006,-356.4750061,537.6524837
18.28809168,358.3099976,219.8090057,-378.1690063,565.4324458
18.30744468,373.1759949,230.404007,-402.0220032,594.9521162
18.33865306,416.0840149,255.4949799,-448.4899902,662.9833056
18.35737606,446.4370117,268.8190308,-479.3339844,708.0471349
18.37739233,489.0889893,289.2720337,-516.7479858,768.0591317
18.3979326,542.2890015,315.7540283,-567.4589844,846.042355
18.41743649,693.2030029,415.9190063,-706.6859741,1073.743028
18.43735006,790.789978,487.3619995,-796.3540039,1223.540031
18.4573926,905.1870117,570.5759888,-905.9219971,1402.003976
18.47743887,1032.534058,662.9799805,-1020.599976,1596.024231
18.4973523,1170.890991,765.7039795,-1147.197021,1809.23998
18.51736256,1316.597046,875.0380249,-1279.802979,2033.965337
18.53734064,1627.136963,1109.307007,-1574.508057,2521.351295
18.55793537,1787.402954,1231.740967,-1734.432983,2778.534309
18.57736506,1912.858032,1346.894043,-1838.667969,2975.541852
18.5973926,1952.362061,1430.206055,-1781.083008,3004.906597
18.61751983,1990.305054,1500.817017,-1724.256958,3030.978057
18.63735545,2027.965942,1562.869019,-1666.479004,3054.890784
18.65737895,2061.327881,1614.5,-1614.781006,3076.231555
18.67740664,2101.339111,1680.780029,-1553.472046,3107.076273
18.69738749,2102.070068,1681.350952,-1552.253052,3107.270367
18.71737133,2093.631104,1656.001953,-1563.322998,3093.479022
18.73735995,2076.971924,1610.863037,-1585.973999,3069.854332
18.75738049,2054.541992,1551.654053,-1616.713989,3040.154144
18.77733345,2027.483032,1485.005005,-1654.583984,3008.915996
18.80739491,1965.644043,1356.06604,-1744.973022,2957.634605
18.82749776,1928.644043,1289.046997,-1800.713013,2936.643894
18.84857753,1851.505005,1146.458008,-1916.482056,2900.920581
18.8674231,1810.656006,1070.81897,-1977.751953,2887.322501
18.88740222,1767.186035,994.2009888,-2043.61084,2878.841321
18.90738799,1722.087036,918.9420776,-2112.611084,2876.310813
18.92745526,1677.988037,850.5530396,-2180.939941,2880.205436
18.94736129,1636.218994,783.6140137,-2245.309082,2886.637558
18.96741006,1430.642944,673.2969971,-1976.631836,2531.233197
18.98746987,1088.062988,492.5140381,-1510.879028,1925.930056
19.00742441,1014.485962,441.6960449,-1448.421021,1822.690488
19.02741387,838.2700195,366.7980347,-1177.126953,1490.92766
19.04750226,782.2910156,333.019043,-1127.088013,1411.810293
19.0673981,737.6619873,303.3790283,-1093.628052,1353.590174
19.0874426,703.4110107,281.6279907,-1063.427979,1305.748996
19.1074056,645.6900024,244.6979828,-1017.268066,1229.482412
19.12739876,625.1090088,231.5359955,-998.2869873,1200.39456
19.14735783,605.4869995,218.5350189,-984.5159912,1176.283893
19.16739733,587.1160278,208.4130096,-970.2249756,1153.029798
19.18772403,573.4450073,200.0619965,-957.7849121,1134.114596
19.20742026,332.9559937,127.621994,-517.4879761,628.4432134
19.22736972,87.24299622,45.95799255,-87.01400757,131.5101326
19.24740837,81.77100372,43.32699585,-83.29199219,124.5041428
19.26744703,81.76999664,43.32600403,-83.29100037,124.5024727
19.28898276,76.48899841,40.7460022,-81.70999146,119.1105632
19.30796718,72.23799896,37.76499939,-79.5,113.8629601
19.32734433,68.14800262,34.79499817,-76.96899414,108.5314158
19.34738026,66.64700317,34.0940094,-73.28900146,104.7640313
19.36748768,64.98699951,33.14399719,-71.1190033,101.8810448
19.38746699,60.99700165,31.68400574,-68.03799438,96.71442038
19.40738803,60.16600037,30.31300354,-64.93800354,93.572272
19.42754753,57.87599945,27.80299377,-64.2480011,90.83195154
19.44744018,56.94599915,27.19300842,-62.69799805,88.95698671
19.46748356,55.48600006,26.76300049,-60.2480011,86.16714011
19.48745829,54.73600006,25.93299866,-60.83799744,85.84760948
19.50742664,52.88600159,25.19300842,-56.53799438,81.4135225
19.52745229,50.59600067,22.68299866,-55.85900879,78.70643287
19.54742295,48.79699707,21.99299622,-55.24000549,76.91746884
19.56735622,46.92699432,20.53300476,-54.59100342,74.85936638
19.58737937,44.91699982,19.30299377,-53.64099884,72.57753921
19.60744272,44.28799438,20.71299744,-51.25099945,70.83162891
19.62764849,40.68799591,17.30299377,-49.01100159,66.0074608
19.64738729,38.11799622,15.75300598,-47.14099884,62.63715036
19.66740126,36.8769989,16.10299683,-44.41099548,59.92959264
19.68737833,33.91799927,13.53300476,-44.96099854,57.92291672
19.70741964,33.65799713,13.21299744,-40.96200562,54.63817325
19.72739614,31.79799843,11.9940033,-39.102005,51.80671399
19.74738233,29.93899727,10.53399658,-37.83300018,49.38263404
19.76740633,28.33200264,8.315994263,-33.48600006,44.64493627
19.78736991,27.27400017,8.438995361,-31.07099915,42.19590876
19.80741072,26.82999992,8.044998169,-28.97499847,40.30038992
19.82739456,26.77800179,7.535995483,-28.34700012,39.71655856
19.84738326,27.14900017,8.294998169,-27.15299988,39.28308296
19.86742564,26.91399956,7.759002686,-26.22599792,38.37145374
19.88741672,26.71100044,7.253997803,-27.10600281,38.74059133
19.90741833,27.62700081,8.319992065,-25.6289978,38.59169561
19.92738756,28.47200203,8.167999268,-26.51699829,39.75578335
19.94735652,29.59199715,9.75100708,-25.95600128,40.55221864
19.96740468,30.46499825,9.619995117,-28.04299927,42.50964869
19.9874106,30.46800041,9.613998413,-28.64500427,42.90995554
20.00741306,32.29000092,11.28399658,-29.88500214,45.4212075
20.02740668,31.63900185,9.270996094,-30.70600128,45.05370485
20.04749533,34.71699524,12.49499512,-29.90399933,47.49361891
20.06740372,33.91600037,10.96400452,-30.44599915,46.87710891
20.08742899,-13.43099976,-18.2539978,-5.955001831,23.4320771
20.11735214,-11.40299988,-16.2789917,-3.097999573,20.1154562
20.13738741,-11.84899902,-18.12199402,-5.000999451,22.22195852
20.15744306,-9.026000977,-15.19599915,-2.589996338,17.863235
20.17750652,-8.710998535,-15.17100525,-4.943000793,18.17894806
20.19744849,-5.090000153,-11.85800171,-4.394996643,13.6321789
20.22006487,-5.619998932,-12.14300537,-7.077003479,15.13674158
20.23738533,-5.185001373,-13.09599304,-7.919998169,16.15907312
20.25739633,-3.847000122,-10.7460022,-7.072998047,13.42770548
20.27740926,-4.012001038,-10.52200317,-7.971000671,13.79657765
20.29740914,9.869998932,-4.85899353,6.665000916,12.86269545
20.31741629,9.49200058,-5.152999878,6.695999146,12.70778845
20.33739656,7.562000275,-5.828994751,4.60900116,10.60207148
20.35737522,8.791999817,-5,7.325996399,12.48877432
20.37739956,8.447998047,-5.026992798,6.133003235,11.58676211
20.39741479,7.924999237,-7.307998657,6.240997314,12.45642424
20.41745595,8.702999115,-6.007003784,6.817001343,12.58164518
20.43738372,8.850997925,-6.229003906,5.93800354,12.34506136
20.45737887,12.00899887,-3.402999878,2.555999756,12.74086327
20.47737749,13.76000214,-2.968002319,1.966003418,14.21308784
20.49741114,15.78500366,-1.488998413,-1.375999451,15.91467346
20.51736906,18.9260025,1.546005249,-2.347000122,19.13353372
20.53738683,21.26699829,3.048995972,-4.474998474,21.9455509
20.55732656,22.14100266,3.458999634,-5.500999451,23.07487101
20.57766179,25.43200302,6.285995483,-8.559997559,27.56037146
20.59734383,24.42599869,4.438995361,-8.178001404,26.13835876
20.61737249,25.47199631,5.264007568,-8.172996521,27.2640834
20.63732037,24.52000046,4.652999878,-7.841003418,26.16031661
